node_id	best_path	gene_use
E8_Notochord	E8_Notochord,E775_Notochord,E75_Notochord,E725_Notochord,E7_Anterior_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Tdgf1,Igfbp2,Fgf5,Eomes,Car2,Odf3b,Sparcl1,Gstm1,Fbxo36,Ptch1,T,Noto
E115_Paraxial_mesoderm_B	E115_Paraxial_mesoderm_B,E105_Paraxial_mesoderm_B,E95_Paraxial_mesoderm_B,E85_Paraxial_mesoderm_B,E825_Paraxial_mesoderm_B,E8_Paraxial_mesoderm_B,E775_Paraxial_mesoderm_B,E75_Paraxial_mesoderm_B,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Car4,Emb,Tdgf1,Eomes,Epcam,Hes7,Hba-x,Col8a1,Cdx1,Hbb-y,Tbx6,Dll1
E105_Somatic_mesoderm_B	E105_Somatic_mesoderm_B,E95_Somatic_mesoderm_B,E85_Somatic_mesoderm_B,E825_Somatic_mesoderm_B,E8_Somatic_mesoderm,E775_Somatic_mesoderm,E75_Somatic_mesoderm,E725_Somatic_mesoderm,E7_Mixed_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Emb,Pou5f1,Tdgf1,Pgk1,Car2,Pitx1,Add3,Cald1,Parva,Hba-x,Slc2a3,Postn
E75_ExE_mesoderm	E75_ExE_mesoderm,E725_Mixed_mesoderm,E7_Mixed_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Tdgf1,Eomes,Prdx1,Sgk1,Ggct,Pitx1,Ndn,Csrp1,Twist2,Hoxb6,Bmp4,Cdx2,Hoxa10
E95_NMP	E95_NMP,E85_NMP,E825_NMP,E8_Caudal_lateral_epiblast,E775_Caudal_lateral_epiblast,E75_Caudal_lateral_epiblast,E725_Primitive_Streak,E7_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Car4,Cldn7,Fgf5,Pim2,Nefl,Hoxb4,Igdcc3,Ccnd2,Prtg,Greb1,Cdx4,Epha5,Hes3
E115_Otic_epithelium	E115_Otic_epithelium,E105_Otic_epithelium,E95_Otic_epithelium,E85_Placodal_area,E825_Surface_ectoderm,E8_Surface_ectoderm,E775_Surface_ectoderm,E75_Surface_ectoderm,E725_Primitive_Streak,E7_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Dnmt3b,Car4,Utf1,Tdgf1,Slc7a3,Hba-x,Foxp1,Rbms1,Pcdh7,Negr1,Pax2,Lmx1a
E125_Inhibitory_interneurons	E125_Inhibitory_interneurons,E115_Inhibitory_interneurons,E105_Inhibitory_interneurons,E95_Neuron_prog,E85_Hindbrain,E825_Hindbrain,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Rbpms,Car14,Slc16a3,Emb,Sall4,Nnat,Nsg2,Ptprs,Celf2,Trim2,Dlx6,Dlx1,Dlx2
E105_Limb_mesenchyme_prog	E105_Limb_mesenchyme_prog,E95_Limb_mesenchyme_prog,E85_Intermediate_mesoderm,E825_Intermediate_mesoderm,E8_Intermediate_mesoderm,E775_Intermediate_mesoderm,E75_Nascent_mesoderm,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Car2,Chchd10,Pim2,Epcam,Vrtn,Nrp1,Smoc1,Hba-x,Fstl1,Hoxa5,Cpa2,Msx1,Fgf10,Wnt5a,Lmx1b
E775_Caudal_lateral_epiblast	E775_Caudal_lateral_epiblast,E75_Caudal_lateral_epiblast,E725_Primitive_Streak,E7_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Car4,Tdgf1,Fgf5,Eomes,Car2,Grsf1,Cdx1,Hoxa1,Hoxb2,Rbp1,Nkx1-2,Cdx2,Gbx2
E825_PGC	E825_PGC,E8_PGC,E775_PGC,E75_PGC,E725_PGC,E7_PGC,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Car2,Fst,Tdgf1,Slc16a3,Rbpms2,Hbb-bh1,Sct,Hist1h2bc,Dppa3,Klf2,Dnd1,Ifitm3
E105_Notoplate	E105_Notoplate,E95_Notoplate,E85_Hindbrain,E825_Hindbrain,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Utf1,Cldn7,Car4,Slc7a3,Pmaip1,Map1b,Wls,Hba-x,Meis2,Eml1,Metrnl,Shh,Slit1,Ntn1
E8_Paraxial_mesoderm_A	E8_Paraxial_mesoderm_A,E775_Paraxial_mesoderm_A,E75_Paraxial_mesoderm_A,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Pou5f1,Tdgf1,Klf9,Socs2,Pmaip1,Tbx1,Prrx2,Hapln1,Plat,Nnat,Pax3
E95_Branchial_arch_epithelium	E95_Branchial_arch_epithelium,E85_Placodal_area,E825_Surface_ectoderm,E8_Surface_ectoderm,E775_Surface_ectoderm,E75_Surface_ectoderm,E725_Primitive_Streak,E7_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Vrtn,Pim2,Rbpms2,Utf1,Eomes,Hapln1,Dlk1,Rbms1,Ttc3,Dag1,Has2,Pax1,Pitx2
E825_Somatic_mesoderm_B	E825_Somatic_mesoderm_B,E8_Somatic_mesoderm,E775_Somatic_mesoderm,E75_Somatic_mesoderm,E725_Somatic_mesoderm,E7_Mixed_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Car2,Upp1,Tmem238,Pou5f1,Emb,Wisp1,Hoxc8,Pitx1,Hoxb7,Tcf21,Slc2a3,Postn
E8_Intermediate_mesoderm	E8_Intermediate_mesoderm,E775_Intermediate_mesoderm,E75_Nascent_mesoderm,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Tdgf1,Eomes,Car2,Socs2,Bcl11a,Sct,Hoxd9,Aldh1a2,Osr1,Skap2,Lhx1,Pax2,Pax8
E135_Otic_epithelium	E135_Otic_epithelium,E125_Otic_epithelium,E115_Otic_epithelium,E105_Otic_epithelium,E95_Otic_epithelium,E85_Placodal_area,E825_Surface_ectoderm,E8_Surface_ectoderm,E775_Surface_ectoderm,E75_Surface_ectoderm,E725_Primitive_Streak,E7_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Car4,Dnmt3b,Npm1,Dut,Ccne1,Il1rapl1,Foxp1,Gpc5,Ebf1,Nfia,Pax2,Lmx1a
E95_Epidermis	E95_Epidermis,E85_Epidermis,E825_Surface_ectoderm,E8_Surface_ectoderm,E775_Surface_ectoderm,E75_Surface_ectoderm,E725_Primitive_Streak,E7_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Rbpms2,Vrtn,Pim2,Dnmt3b,Utf1,Hapln1,Pdgfa,Npnt,Rbms1,Dag1,Slc1a3,Trp63,Epcam
E135_Ependymal_cell	E135_Ependymal_cell,E125_Ependymal_cell,E115_Ependymal_cell,E105_Ependymal_cell,E95_Ependymal_cell,E85_Neural_crest,E825_Neural_crest,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Slc16a3,Sall4,Pkm,Npm1,Set,Npnt,Vat1l,Frmpd4,Shank2,Tmem108,Gmnc,Sostdc1,Htr2c,Kcne2,Ttr
E95_Limb_mesenchyme_prog	E95_Limb_mesenchyme_prog,E85_Intermediate_mesoderm,E825_Intermediate_mesoderm,E8_Intermediate_mesoderm,E775_Intermediate_mesoderm,E75_Nascent_mesoderm,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Pmaip1,Pim2,Otx2,Chchd10,Igfbp2,Prrx2,Hoxb4,Hoxa5,Dlk1,Zfp503,Cpa2,Msx1,Fgf10,Wnt5a,Lmx1b
E75_Mixed_mesoderm	E75_Mixed_mesoderm,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Tdgf1,Eomes,Sgk1,Psors1c2,Socs2,Smarcd3,Cdx2,Hoxb1,Cdx4,Siah2,Bmp4,Fzd4
E725_Blood_prog	E725_Blood_prog,E7_Haematoendothelial_prog,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Mkrn1,Utf1,Cldn7,Tmem54,Pla2g10,Fam212a,H2afy,Phlda1,Gadd45g,Cited2,Runx1,Hapln1,Fli1
E115_Radial_glia	E115_Radial_glia,E105_Radial_glia,E95_Radial_glia,E85_Spinal_cord,E825_Spinal_cord,E8_Caudal_neurectoderm,E775_Caudal_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Dnmt3b,Rbpms2,Utf1,Cldn7,Cldn6,Rgma,Hoxa5,Hoxc4,Phyhipl,Nrcam,Pth2r,Fabp7,Pax3,Fzd10,Hes5
E115_Intermediate_mesoderm	E115_Intermediate_mesoderm,E105_Intermediate_mesoderm,E95_Intermediate_mesoderm,E85_Splanchnic_mesoderm,E825_Splanchnic_mesoderm,E8_Splanchnic_mesoderm,E775_Splanchnic_mesoderm,E75_Splanchnic_mesoderm,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Emb,Pou5f1,Tdgf1,Sall4,Eomes,Ptn,Clmp,Hba-x,Hbb-y,Bbx,Osr1,Lhx1,Pax2,Pax8
E135_Small_sensory_neuron	E135_Small_sensory_neuron,E125_Small_sensory_neuron,E115_Small_sensory_neuron,E105_Small_sensory_neuron,E95_Neuron_prog,E85_Hindbrain,E825_Hindbrain,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Car14,Pou3f1,Igfbp2,Slc2a1,Utf1,Rbms1,Mapk10,Hs6st3,Ncald,Lix1,Dbh,Nfasc,Plxna4
E8_Def_endoderm	E8_Def_endoderm,E775_Def_endoderm,E75_Def_endoderm,E725_Def_endoderm,E7_Anterior_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Tdgf1,Eomes,Bcl11a,Fgf5,2010111I01Rik,Krt19,Sox9,Ptch1,Cdkn1c,Vtn,Cer1,Krt18
E115_Limb_mesenchyme_prog	E115_Limb_mesenchyme_prog,E105_Limb_mesenchyme_prog,E95_Limb_mesenchyme_prog,E85_Intermediate_mesoderm,E825_Intermediate_mesoderm,E8_Intermediate_mesoderm,E775_Intermediate_mesoderm,E75_Nascent_mesoderm,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Tomm20,Tdgf1,Npm1,Ybx1,Eomes,Limch1,Nrp1,Ssbp2,Hba-x,Col1a2,Cpa2,Msx1,Fgf10,Wnt5a,Lmx1b
E135_Splanchnic_mesoderm	E135_Splanchnic_mesoderm,E125_Splanchnic_mesoderm,E115_Splanchnic_mesoderm,E105_Splanchnic_mesoderm,E95_Splanchnic_mesoderm,E85_Splanchnic_mesoderm,E825_Splanchnic_mesoderm,E8_Splanchnic_mesoderm,E775_Splanchnic_mesoderm,E75_Splanchnic_mesoderm,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Emb,Car14,Hnrnpf,Anp32b,1110008F13Rik,Nav2,Cald1,Ppp1r13b,Adamtsl1,Pcdh9,Tcf21,Isl1,Gata4
E105_Paraxial_mesoderm_B	E105_Paraxial_mesoderm_B,E95_Paraxial_mesoderm_B,E85_Paraxial_mesoderm_B,E825_Paraxial_mesoderm_B,E8_Paraxial_mesoderm_B,E775_Paraxial_mesoderm_B,E75_Paraxial_mesoderm_B,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Tdgf1,Car4,Epcam,Eomes,Dppa5a,Hbb-bh1,Hes7,Hoxd4,Hoxa5,Hoxb2,Tbx6,Dll1
E85_Forebrain_Midbrain	E85_Forebrain_Midbrain,E825_Forebrain_Midbrain,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Utf1,2010111I01Rik,Gnpda1,Bcl11a,Tpd52,Ptn,Efnb1,Lhx5,H2afy,Irx1,Igfbp2,Otx2,Pcsk1n
E825_Paraxial_mesoderm_A	E825_Paraxial_mesoderm_A,E8_Paraxial_mesoderm_A,E775_Paraxial_mesoderm_A,E75_Paraxial_mesoderm_A,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Pou5f1,Klf9,Tdgf1,Pmaip1,Tmem238,Prrx2,Tbx1,Hapln1,Col26a1,Ptn,Pax3
E85_Neural_crest	E85_Neural_crest,E825_Neural_crest,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Utf1,2010111I01Rik,Gnpda1,Bcl11a,Kcnk1,Ptn,H2afy,Rbms1,Zeb2,Efnb1,Sox10,Dlx2,Foxd3
E105_Granule_neurons	E105_Granule_neurons,E95_Neuron_prog,E85_Hindbrain,E825_Hindbrain,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Utf1,Cldn7,Slc7a3,Tdgf1,Rasgrp2,Map1b,Hba-x,Hbb-bh1,Nsg2,Igfbpl1,Eomes,Neurod2,Tiam2
E85_Gut	E85_Gut,E825_Gut,E8_Gut,E775_Gut,E75_Def_endoderm,E725_Def_endoderm,E7_Anterior_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Ina,Sgk1,Tdgf1,Fgf5,Eomes,Cdkn1c,Capn6,Igfbp5,Krt19,Ihh,Apela,Krt8
E125_Intermediate_mesoderm	E125_Intermediate_mesoderm,E115_Intermediate_mesoderm,E105_Intermediate_mesoderm,E95_Intermediate_mesoderm,E85_Splanchnic_mesoderm,E825_Splanchnic_mesoderm,E8_Splanchnic_mesoderm,E775_Splanchnic_mesoderm,E75_Splanchnic_mesoderm,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Emb,Sall4,Pou5f1,Ybx1,Tdgf1,Btbd11,Ptn,Sgcz,Pcdh15,Negr1,Osr1,Lhx1,Pax2,Pax8
E135_Wnt8b_positive_cell_prog	E135_Wnt8b_positive_cell_prog,E125_Wnt8b_positive_cell_prog,E115_Wnt8b_positive_cell_prog,E105_Wnt8b_positive_cell_prog,E95_Wnt8b_positive_cell_prog,E85_Forebrain_Midbrain,E825_Forebrain_Midbrain,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Emb,Slc16a3,Wfdc2,Hnrnpf,Rrp15,Notch1,Gnao1,Ptprs,Trim2,Akap6,C130060K24Rik,Slc17a6,Sox1,Olig2,Nkx2-1
E75_Blood_prog	E75_Blood_prog,E725_Blood_prog,E7_Haematoendothelial_prog,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Tmem238,Prkag2,Zfpm1,Tspan32,F10,Scube2,Runx1,Hapln1,Fli1
E85_Def_endoderm	E85_Def_endoderm,E825_Notochord,E8_Notochord,E775_Notochord,E75_Notochord,E725_Notochord,E7_Anterior_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Tdgf1,Fgf5,Eomes,Epcam,Car2,Atp1a2,Igfbp5,Ptch1,Shh,Sox4,Cer1,Krt18
E95_Def_endoderm	E95_Def_endoderm,E85_Def_endoderm,E825_Notochord,E8_Notochord,E775_Notochord,E75_Notochord,E725_Notochord,E7_Anterior_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Fgf5,Utf1,Otx2,Pou5f1,Epcam,Shh,Tcf4,Igfbp5,Krt19,Palld,Cer1,Krt18
E95_Hepatocytes	E95_Hepatocytes,E85_Gut,E825_Gut,E8_Gut,E775_Gut,E75_Def_endoderm,E725_Def_endoderm,E7_Anterior_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Sgk1,Pou5f1,Dppa5a,Utf1,Prps1,Fn1,Cpm,Gpc3,Ttr,Cpn1,A1cf,Afp,Alb,Apoa2,Afp29,Pik3c2g,Hoga1
E775_ExE_mesoderm	E775_ExE_mesoderm,E75_ExE_mesoderm,E725_Mixed_mesoderm,E7_Mixed_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Car2,Tdgf1,Emb,Eomes,Vrtn,Pitx1,Hoxb8,Hoxb6,Hoxc8,Hoxb9,Bmp4,Cdx2,Hoxa10
E8_Splanchnic_mesoderm	E8_Splanchnic_mesoderm,E775_Splanchnic_mesoderm,E75_Splanchnic_mesoderm,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Pou5f1,Socs2,Car2,Bcl11a,Eomes,Prrx2,Tgfb2,Hapln1,Mef2c,Aldh1a2,Tcf21,Isl1,Gata4
E825_Def_endoderm	E825_Def_endoderm,E8_Def_endoderm,E775_Def_endoderm,E75_Def_endoderm,E725_Def_endoderm,E7_Anterior_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Tdgf1,Eomes,Fgf5,2010111I01Rik,Tmem238,Krt19,Sox9,Cdkn1c,Vtn,Ptch1,Cer1,Krt18
E115_Myocytes	E115_Myocytes,E105_Myocytes,E95_Skeletal_muscle_prog,E85_Paraxial_mesoderm_A,E825_Paraxial_mesoderm_A,E8_Paraxial_mesoderm_A,E775_Paraxial_mesoderm_A,E75_Paraxial_mesoderm_A,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Emb,Pou5f1,Tdgf1,Tomm20,Pmaip1,Tgfb2,Ncald,Clmp,Mpped2,Igfbp5,Mylk4,Neb,Myh3,Tpm2,Acta2
E85_Keratinized_epithelium	E85_Keratinized_epithelium,E825_Surface_ectoderm,E8_Surface_ectoderm,E775_Surface_ectoderm,E75_Surface_ectoderm,E725_Primitive_Streak,E7_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Rbpms2,2010111I01Rik,Tmem238,Ina,Bcl11a,Hapln1,Pmp22,Hoxb2,Wnt6,Crabp1,Tac2,Krt7
E105_Hepatocytes	E105_Hepatocytes,E95_Hepatocytes,E85_Gut,E825_Gut,E8_Gut,E775_Gut,E75_Def_endoderm,E725_Def_endoderm,E7_Anterior_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Fgf5,Pou5f1,Prps1,Utf1,Timm8a1,Fn1,Gpc3,Rbp4,Cpm,Cpn1,A1cf,Afp,Alb,Apoa2,Afp29,Pik3c2g,Hoga1
E115_Postmitotic_premature_neurons	E115_Postmitotic_premature_neurons,E105_Postmitotic_premature_neurons,E95_Neuron_prog,E85_Hindbrain,E825_Hindbrain,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Car14,Utf1,Anp32b,Nsmce4a,Hnrnpf,Igfbpl1,Nsg2,Hba-x,Ephb1,Sox11,Tfap2d,Nkx6-3,Nrn1,Slc17a6,Grem2
E725_Somatic_mesoderm	E725_Somatic_mesoderm,E7_Mixed_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Epcam,Chchd10,Mt1,Pim2,Kcnk1,Mum1l1,Cnn2,Nkd1,Igfbp4,Asb4,Krt8,Pmp22,Ahnak
E105_Sensory_neuron	E105_Sensory_neuron,E95_Sensory_neuron,E85_Forebrain_Midbrain,E825_Forebrain_Midbrain,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Utf1,Slc7a3,Cldn7,Rbpms2,Tdgf1,Map1b,Hba-x,Sgce,Eml1,Hbb-y,Ppp1r1c,Syt13,Shox2,Ptprr,Pcbp3
E135_Olfactory_sensory_neuron	E135_Olfactory_sensory_neuron,E125_Olfactory_sensory_neuron,E115_Olfactory_sensory_neuron,E105_Olfactory_sensory_neuron,E95_Sensory_neuron,E85_Forebrain_Midbrain,E825_Forebrain_Midbrain,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Bcat1,Utf1,Slc16a3,Prtg,Gnl3,Lhx2,Kctd16,Ncam1,Ablim1,Tshz2,Fstl5,Dscaml1
E125_Foregut_Midgut_Hindgut_epithelium	E125_Foregut_Midgut_Hindgut_epithelium,E115_Foregut_Midgut_Hindgut_epithelium,E105_Foregut_Midgut_Hindgut_epithelium,E95_Foregut_Midgut_Hindgut_epithelium,E85_Gut,E825_Gut,E8_Gut,E775_Gut,E75_Def_endoderm,E725_Def_endoderm,E7_Anterior_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Slc16a3,Prps1,Pou5f1,Apex1,Tdgf1,Col27a1,Grid2,Nfia,Prkca,Hnf4g,Hoxa10,Gata4,Prox1,Foxp2
E115_Olfactory_sensory_neuron	E115_Olfactory_sensory_neuron,E105_Olfactory_sensory_neuron,E95_Sensory_neuron,E85_Forebrain_Midbrain,E825_Forebrain_Midbrain,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Utf1,Tdgf1,Pou5f1,Slc7a3,Trh,Map1b,Lhx2,Emx2,Ncam1,Dpysl3,Fstl5,Dscaml1
E125_Retina_epithelium	E125_Retina_epithelium,E115_Retina_epithelium,E105_Retina_epithelium,E95_Branchial_arch_epithelium,E85_Placodal_area,E825_Surface_ectoderm,E8_Surface_ectoderm,E775_Surface_ectoderm,E75_Surface_ectoderm,E725_Primitive_Streak,E7_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Fgf8,Dnmt3b,Tomm20,Pkm,Slc16a3,Dlk1,Nnat,Nfia,Pcdh11x,Kcnmb2,Rorb,Pitx1,Pitx2,Glis3
E825_Paraxial_mesoderm_B	E825_Paraxial_mesoderm_B,E8_Paraxial_mesoderm_B,E775_Paraxial_mesoderm_B,E75_Paraxial_mesoderm_B,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Car4,Pmaip1,Emb,Bcl11a,Tdgf1,Hoxb4,Tmem132c,Skap2,Smoc1,Arg1,Tbx6,Dll1
E125_Hepatocytes	E125_Hepatocytes,E115_Hepatocytes,E105_Hepatocytes,E95_Hepatocytes,E85_Gut,E825_Gut,E8_Gut,E775_Gut,E75_Def_endoderm,E725_Def_endoderm,E7_Anterior_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Emb,Tdgf1,Fgf5,Pou5f1,Pkm,Glud1,Rbp4,Abcc2,Hgd,Otc,A1cf,Afp,Alb,Apoa2,Afp29,Pik3c2g,Hoga1
E75_Notochord	E75_Notochord,E725_Notochord,E7_Anterior_Primitive_Streak,E675_Primitive_Streak,E65_Primitive_Streak,E625_Epiblast	Rexo2,Wdr12,Kcnk1,Mycl,Gemin6,Efhc2,Arfgap3,4930444P10Rik,Odf3b,Ttc30a1,T,Noto
E125_Small_sensory_neuron	E125_Small_sensory_neuron,E115_Small_sensory_neuron,E105_Small_sensory_neuron,E95_Neuron_prog,E85_Hindbrain,E825_Hindbrain,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Pou3f1,Car14,Igfbp2,Utf1,Cldn7,Rbms1,Mapk10,Lix1,Hs6st3,Plcb4,Dbh,Nfasc,Plxna4
E95_Renal_epithelium	E95_Renal_epithelium,E85_Intermediate_mesoderm,E825_Intermediate_mesoderm,E8_Intermediate_mesoderm,E775_Intermediate_mesoderm,E75_Nascent_mesoderm,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Pmaip1,Fgf5,Car2,Pim2,Sgk1,Hoxb4,Fstl1,Igf2,Hba-x,Meis1,Sim1,Pax2,Mecom
E95_Hindbrain	E95_Hindbrain,E85_Hindbrain,E825_Hindbrain,E8_Rostral_neurectoderm,E775_Rostral_neurectoderm,E75_Rostral_neurectoderm,E725_Epiblast,E7_Epiblast,E675_Epiblast,E65_Epiblast,E625_Epiblast	Cldn7,Slc7a3,Stx3,Pmaip1,Tdgf1,Ptn,Map1b,Sfrp1,Rbms1,Prtg,Crabp1,Fst,Hoxa2
E105_Def_erythrocyte	E105_Def_erythrocyte,E95_Primitive_erythroid,E85_Primitive_erythroid,E825_Primitive_erythroid,E8_Primitive_erythroid,E775_Primitive_erythroid,E75_Blood_prog,E725_Blood_prog,E7_Haematoendothelial_prog,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Ccnd1,Rbpms,Car4,Tsen34,Mycn,Klf1,Cpox,Hba-x,Hbb-bt,Ssbp2,Tspan8,Snca,Hbb-bs,Abcb4,Slc4a1,Kel,HBB-y
E95_Chondrocyte_prog	E95_Chondrocyte_prog,E85_Paraxial_mesoderm_A,E825_Paraxial_mesoderm_A,E8_Paraxial_mesoderm_A,E775_Paraxial_mesoderm_A,E75_Paraxial_mesoderm_A,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Pou5f1,Vrtn,Pmaip1,Fgf5,Car2,Hapln1,Clmp,Prrx1,Spsb4,Pdgfrb,Pax1,Pax9
E625_Epiblast	E625_Epiblast	Nanog,Sox2,Pou5f1,Utf1,Esrrb,Fgf4
E125_Skeletal_muscle_prog	E125_Skeletal_muscle_prog,E115_Skeletal_muscle_prog,E105_Skeletal_muscle_prog,E95_Skeletal_muscle_prog,E85_Paraxial_mesoderm_A,E825_Paraxial_mesoderm_A,E8_Paraxial_mesoderm_A,E775_Paraxial_mesoderm_A,E75_Paraxial_mesoderm_A,E725_Nascent_mesoderm,E7_Nascent_mesoderm,E675_Nascent_mesoderm,E65_Primitive_Streak,E625_Epiblast	Emb,Pou5f1,Epcam,Tomm20,Npm1,Tgfb2,Prrx1,Col5a2,Clmp,Alcam,Fap,Sim1
